checkpoint,annual_demand_mt_yr,annual_screened_mt_yr,annual_gap_mt_yr,r_annual,cumulative_demand_gt,cumulative_screened_gt,cumulative_gap_gt,r_cumulative,annual_pass,cumulative_pass,overall_pass,first_shortfall_year,years_of_shortfall,max_gap_rate_mt_yr,max_gap_year,total_unmet_volume_gt,active_basins,total_basins,active_basin_fraction,total_wells,n_eff,largest_basin_share,dominant_basin_name,country,scenario,pathway,model,allocation_order
2179,2366.7531,1966.4131,400.34,0.8308,202.3922,178.0666,24.3256,0.8798,False,False,False,2121.0,59,544.5223,2157.0,24.3256,21,21,1.0,1620,6.83,0.2508,Tarim,China,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2050,87.9427,87.9427,0.0,1.0,0.7233,0.7233,0.0,1.0,True,True,True,,0,0.0,,0.0,12,21,0.5714,123,3.17,0.3732,Turpan,China,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2100,11519.2933,2755.7743,8763.519,0.2392,169.9963,80.8471,89.1491,0.4756,False,False,False,2081.0,20,8763.519,2100.0,89.1491,21,21,1.0,2429,6.56,0.2593,Tarim,China,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2179,6.0176,6.0176,-0.0,1.0,402.8863,176.3539,226.5324,0.4377,True,False,False,2081.0,46,9169.3734,2103.0,226.5324,10,21,0.4762,29,4.52,0.4106,Yilan-Yitong,China,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2050,452.5991,452.5991,0.0,1.0,4.8541,4.8541,0.0,1.0,True,True,True,,0,0.0,,0.0,18,20,0.9,473,7.16,0.2388,Caltanissetta,EU,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2100,971.4641,971.4641,0.0,1.0,50.3037,50.3037,0.0,1.0,True,True,True,,0,0.0,,0.0,20,20,1.0,791,5.78,0.3193,West Barents,EU,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2179,150.5528,150.5528,-0.0,1.0,88.6825,88.6825,0.0,1.0,True,True,True,,0,0.0,,0.0,14,20,0.7,142,5.0,0.2531,Norwegian,EU,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2050,452.5991,452.5991,0.0,1.0,3.899,3.899,0.0,1.0,True,True,True,,0,0.0,,0.0,16,20,0.8,457,5.7,0.2729,Po,EU,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2100,628.3309,628.3309,0.0,1.0,88.1868,88.1868,0.0,1.0,True,True,True,,0,0.0,,0.0,17,20,0.85,613,6.54,0.2145,North Adriatic,EU,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2179,0.0709,0.0709,0.0,1.0,93.6135,93.6135,0.0,1.0,True,True,True,,0,0.0,,0.0,1,20,0.05,1,1.0,1.0,Baltic,EU,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2050,3.4122,3.4122,0.0,1.0,0.0457,0.0457,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,17,1.48,0.7948,Sunda,Indonesia,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2100,18.5731,18.5731,0.0,1.0,0.5414,0.5414,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,17,1.08,0.9623,Sunda,Indonesia,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2179,53.0837,53.0837,0.0,1.0,3.4812,3.4812,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,29,2.03,0.5422,Sunda,Indonesia,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2050,3.4122,3.4122,0.0,1.0,0.0423,0.0423,0.0,1.0,True,True,True,,0,0.0,,0.0,2,5,0.4,17,1.48,0.7948,Sunda,Indonesia,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2100,58.0838,58.0838,0.0,1.0,1.0612,1.0612,0.0,1.0,True,True,True,,0,0.0,,0.0,3,5,0.6,59,2.05,0.5063,North Java,Indonesia,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2179,96.5129,96.5129,0.0,1.0,14.0892,14.0892,-0.0,1.0,True,True,True,,0,0.0,,0.0,4,5,0.8,115,2.77,0.4731,North Java,Indonesia,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2050,173.3893,173.3893,-0.0,1.0,1.6932,1.6932,0.0,1.0,True,True,True,,0,0.0,,0.0,5,5,1.0,509,1.64,0.7511,Sabatayn,Middle East,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2100,491.6031,491.6031,0.0,1.0,22.8774,22.8774,0.0,1.0,True,True,True,,0,0.0,,0.0,5,5,1.0,509,1.96,0.6598,Al Daww,Middle East,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2179,79.8853,79.8853,0.0,1.0,42.8988,42.8988,0.0,1.0,True,True,True,,0,0.0,,0.0,4,5,0.8,148,2.01,0.5367,Sabatayn,Middle East,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2050,173.3893,173.3893,0.0,1.0,1.35,1.35,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,283,1.82,0.6598,Sabatayn,Middle East,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2100,246.0525,246.0525,0.0,1.0,43.6787,43.6787,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,283,1.58,0.7603,Sabatayn,Middle East,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2179,0.008,0.008,0.0,1.0,45.5067,45.5067,0.0,1.0,True,True,True,,0,0.0,,0.0,1,6,0.1667,1,1.0,1.0,Gaziantep,Middle East,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2050,10.8712,10.8712,0.0,1.0,0.0925,0.0925,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,30,1.0,1.0,Kra-Gulf of Thailand,Thailand,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2100,92.8597,92.8597,0.0,1.0,2.7776,2.7776,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,42,1.87,0.6301,Pattani,Thailand,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2179,40.4204,40.4204,0.0,1.0,8.759,8.759,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,42,1.34,0.8497,Kra-Gulf of Thailand,Thailand,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2050,10.8712,10.8712,0.0,1.0,0.0765,0.0765,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,49,1.0,1.0,Kra-Gulf of Thailand,Thailand,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2100,118.0072,118.0072,0.0,1.0,9.6761,9.6761,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,98,2.0,0.5162,Kra-Gulf of Thailand,Thailand,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2179,0.0013,0.0013,0.0,1.0,10.4963,10.4963,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,49,1.0,1.0,Kra-Gulf of Thailand,Thailand,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2050,233.9498,233.9498,-0.0,1.0,2.1891,2.1891,-0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,200,2.79,0.4984,Moray Firth,UK,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2100,842.1798,842.1798,0.0,1.0,35.495,35.495,0.0,1.0,True,True,True,,0,0.0,,0.0,6,6,1.0,476,3.48,0.3732,Faroe-Shetland,UK,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2179,161.2766,161.2766,-0.0,1.0,72.4097,72.4097,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,200,3.28,0.391,Wessex,UK,ipcc_low,v8_fixedC_deterministic,Gompertz,ascend
2050,233.9498,233.9498,0.0,1.0,1.7535,1.7535,-0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,357,2.55,0.5228,Wessex,UK,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2100,443.9903,443.9903,0.0,1.0,74.7373,74.7373,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,357,2.66,0.5195,Moray Firth,UK,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2179,0.0093,0.0093,0.0,1.0,77.894,77.894,0.0,1.0,True,True,True,,0,0.0,,0.0,1,6,0.1667,12,1.0,1.0,East Midlands,UK,ipcc_low,v8_fixedC_deterministic,Logistic,ascend
2050,169.8769,169.8769,0.0,1.0,1.3386,1.3386,-0.0,1.0,True,True,True,,0,0.0,,0.0,4,9,0.4444,138,1.71,0.709,Gippsland,Australia,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,6924.648,4015.5368,2909.1111,0.5799,120.5504,103.7042,16.8462,0.8603,False,False,False,2089.0,12,2909.1111,2100.0,16.8462,9,9,1.0,1681,2.35,0.6175,Browse,Australia,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,28973.1268,4015.5368,24957.5899,0.1386,1712.2927,420.9316,1291.3612,0.2458,False,False,False,2089.0,91,24957.5899,2179.0,1291.3612,9,9,1.0,1681,2.35,0.6175,Browse,Australia,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,169.8769,169.8769,0.0,1.0,1.1892,1.1892,-0.0,1.0,True,True,True,,0,0.0,,0.0,4,9,0.4444,138,1.71,0.709,Gippsland,Australia,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,141545.9926,4916.2371,136629.7555,0.0347,1376.5087,168.6854,1207.8233,0.1225,False,False,False,2074.0,27,136629.7555,2100.0,1207.8233,9,9,1.0,2036,2.29,0.6283,Browse,Australia,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,19.703,19.703,0.0,1.0,5023.8177,402.619,4621.1987,0.0801,True,False,False,2074.0,68,179100.6367,2107.0,4621.1987,3,9,0.3333,38,1.09,0.9584,Canning,Australia,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,913.038,913.038,0.0,1.0,7.4596,7.4596,-0.0,1.0,True,True,True,,0,0.0,,0.0,7,10,0.7,886,2.42,0.599,Campos,Brazil,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,15817.0126,15817.0126,0.0,1.0,365.0455,365.0455,0.0,1.0,True,True,True,,0,0.0,,0.0,10,10,1.0,6996,1.81,0.7269,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,17012.4027,16002.3808,1010.0218,0.9406,1996.5094,1629.2336,367.2758,0.816,False,False,False,2101.0,79,6954.61,2136.0,367.2758,10,10,1.0,6996,1.79,0.7301,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,913.038,913.038,0.0,1.0,6.3738,6.3738,0.0,1.0,True,True,True,,0,0.0,,0.0,7,10,0.7,1268,3.08,0.4764,Campos,Brazil,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,79091.2249,37221.9404,41869.2845,0.4706,2338.5593,1172.8698,1165.6895,0.5015,False,False,False,2077.0,24,73288.1114,2092.0,1165.6895,10,10,1.0,16750,1.57,0.7873,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,1.1843,1.1843,0.0,1.0,2999.6894,1707.9931,1291.6963,0.5694,True,False,False,2077.0,31,73288.1114,2092.0,1291.6963,2,10,0.2,10,1.93,0.5972,Reconcavo,Brazil,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,307.0322,307.0322,0.0,1.0,2.4377,2.4377,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,634,1.08,0.9616,Scotian,Canada,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,9622.3219,702.287,8920.0349,0.073,182.3167,35.991,146.3257,0.1974,False,False,False,2059.0,42,8920.0349,2100.0,146.3257,3,3,1.0,634,1.95,0.5791,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,25146.0556,702.287,24443.7686,0.0279,1838.7484,91.4717,1747.2768,0.0497,False,False,False,2059.0,121,25071.7785,2166.0,1747.2768,3,3,1.0,634,1.95,0.5791,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,307.0322,307.0322,0.0,1.0,2.1388,2.1388,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,343,1.0,0.9988,Scotian,Canada,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,147563.5678,881.0587,146682.5091,0.006,1897.5138,44.0679,1853.4459,0.0232,False,False,False,2058.0,43,146682.5091,2100.0,1853.4459,3,3,1.0,827,1.92,0.6038,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,6.3004,6.3004,0.0,1.0,4039.8591,89.6388,3950.2203,0.0222,True,False,False,2058.0,88,148005.8876,2101.0,3950.2203,2,3,0.6667,343,1.13,0.9401,Scotian,Canada,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,513.7259,513.7259,0.0,1.0,3.531,3.531,0.0,1.0,True,True,True,,0,0.0,,0.0,17,21,0.8095,400,6.75,0.2067,Beibuwan,China,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,19124.2626,1389.6182,17734.6443,0.0727,377.0207,69.3221,307.6986,0.1839,False,False,False,2059.0,42,17734.6443,2100.0,307.6986,21,21,1.0,1220,8.17,0.1967,Tarim,China,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,24504.3447,1389.6182,23114.7264,0.0567,2633.0851,179.102,2453.9832,0.068,False,False,False,2059.0,121,30827.3369,2140.0,2453.9832,21,21,1.0,1220,8.17,0.1967,Tarim,China,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,513.7259,513.7259,0.0,1.0,2.9895,2.9895,0.0,1.0,True,True,True,,0,0.0,,0.0,16,21,0.7619,581,5.69,0.2669,Subei,China,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,81452.8766,2355.6373,79097.2392,0.0289,3564.6077,112.1835,3452.4243,0.0315,False,False,False,2059.0,42,183053.8881,2089.0,3452.4243,21,21,1.0,1907,7.58,0.2093,Tarim,China,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,0.0503,0.0503,0.0,1.0,4029.9361,172.4219,3857.5142,0.0428,True,False,False,2059.0,62,183053.8881,2089.0,3857.5142,2,21,0.0952,2,1.47,0.7992,Hailar-Temtsag,China,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,1144.1828,1144.1828,-0.0,1.0,9.7548,9.7548,0.0,1.0,True,True,True,,0,0.0,,0.0,22,28,0.7857,1146,8.31,0.1971,Ionian,EU,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,8805.1825,5118.0768,3687.1057,0.5813,275.1447,216.1812,58.9635,0.7857,False,False,False,2074.0,27,3687.1057,2100.0,58.9635,28,28,1.0,3051,7.85,0.2437,Aquitaine-Bay of Biscay,EU,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,3310.8494,3310.8494,-0.0,1.0,803.9773,599.5985,204.3788,0.7458,True,False,False,2074.0,84,3914.5694,2108.0,204.3788,27,28,0.9643,2589,9.43,0.2181,Balearic,EU,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,1144.1828,1144.1828,-0.0,1.0,8.0117,8.0117,0.0,1.0,True,True,True,,0,0.0,,0.0,20,28,0.7143,1125,7.38,0.2313,West Barents,EU,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,8880.6101,8880.6101,-0.0,1.0,879.4604,483.7015,395.7589,0.55,True,False,False,2068.0,30,22722.8261,2082.0,395.7589,27,28,0.9643,5550,7.2,0.2482,Trondelag-Halten,EU,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,0.0868,0.0868,0.0,1.0,939.6198,543.8608,395.7589,0.5788,True,False,False,2068.0,30,22722.8261,2082.0,395.7589,1,28,0.0357,1,1.0,1.0,Baltic,EU,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,47.8455,47.8455,0.0,1.0,0.393,0.393,0.0,1.0,True,True,True,,0,0.0,,0.0,3,10,0.3,47,2.04,0.5356,Sunda,Indonesia,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,823.7388,823.7388,0.0,1.0,18.9919,18.9919,0.0,1.0,True,True,True,,0,0.0,,0.0,9,10,0.9,510,2.98,0.5386,Bintuni,Indonesia,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,905.9359,905.9359,0.0,1.0,104.8912,104.8912,0.0,1.0,True,True,True,,0,0.0,,0.0,10,10,1.0,552,3.47,0.4931,Bintuni,Indonesia,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,47.8455,47.8455,0.0,1.0,0.3362,0.3362,0.0,1.0,True,True,True,,0,0.0,,0.0,3,11,0.2727,59,1.99,0.5847,Sunda,Indonesia,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,4300.5835,4300.5835,0.0,1.0,122.1019,122.1019,0.0,1.0,True,True,True,,0,0.0,,0.0,11,11,1.0,3641,3.38,0.461,East Java,Indonesia,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,0.0734,0.0734,0.0,1.0,158.9831,158.9831,0.0,1.0,True,True,True,,0,0.0,,0.0,1,11,0.0909,1,1.0,1.0,Salawati,Indonesia,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,276.3086,276.3086,0.0,1.0,2.3027,2.3027,0.0,1.0,True,True,True,,0,0.0,,0.0,5,10,0.5,258,2.55,0.4402,Sabatayn,Middle East,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,3307.2783,3307.2783,0.0,1.0,87.1403,87.1403,0.0,1.0,True,True,True,,0,0.0,,0.0,10,10,1.0,3366,4.31,0.3887,South Caspian,Middle East,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,2169.7331,2169.7331,0.0,1.0,349.1726,349.1726,0.0,1.0,True,True,True,,0,0.0,,0.0,10,10,1.0,3366,5.2,0.2991,Levantine,Middle East,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,276.3086,276.3086,0.0,1.0,1.9338,1.9338,-0.0,1.0,True,True,True,,0,0.0,,0.0,5,11,0.4545,445,1.96,0.6777,Sabatayn,Middle East,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,7733.3013,7733.3013,0.0,1.0,399.1241,399.1241,0.0,1.0,True,True,True,,0,0.0,,0.0,10,11,0.9091,6588,3.65,0.4332,South Caspian,Middle East,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,0.0915,0.0915,0.0,1.0,455.907,455.907,0.0,1.0,True,True,True,,0,0.0,,0.0,1,11,0.0909,1,1.0,1.0,Gaziantep,Middle East,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,11.0684,11.0684,0.0,1.0,0.0886,0.0886,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,30,1.0,1.0,Kra-Gulf of Thailand,Thailand,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,303.9558,303.9558,0.0,1.0,5.9992,5.9992,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,372,1.25,0.887,Pattani,Thailand,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,655.8815,459.9517,195.9298,0.7013,52.628,41.2463,11.3817,0.7837,False,False,False,2116.0,64,235.1082,2159.0,11.3817,2,2,1.0,372,1.16,0.9253,Pattani,Thailand,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,11.0684,11.0684,0.0,1.0,0.0774,0.0774,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,36,1.0,1.0,Kra-Gulf of Thailand,Thailand,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,3844.6278,701.8005,3142.8274,0.1825,57.1836,20.1702,37.0135,0.3527,False,False,False,2079.0,22,3151.8935,2099.0,37.0135,2,2,1.0,686,1.12,0.9414,Pattani,Thailand,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,0.1268,0.1268,0.0,1.0,104.9955,38.626,66.3694,0.3679,True,False,False,2079.0,41,3151.8935,2099.0,66.3694,1,2,0.5,36,1.0,1.0,Kra-Gulf of Thailand,Thailand,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,317.2825,317.2825,0.0,1.0,2.6113,2.6113,0.0,1.0,True,True,True,,0,0.0,,0.0,5,6,0.8333,344,3.79,0.3588,Moray Firth,UK,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,4742.3686,1138.8282,3603.5404,0.2401,115.3148,52.8562,62.4586,0.4584,False,False,False,2066.0,35,3603.5404,2100.0,62.4586,6,6,1.0,806,2.3,0.6247,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,4157.5125,1138.8282,3018.6843,0.2739,553.1101,142.8236,410.2865,0.2582,False,False,False,2066.0,114,5093.4905,2130.0,410.2865,6,6,1.0,806,2.3,0.6247,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,317.2825,317.2825,0.0,1.0,2.2158,2.2158,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,217,2.78,0.4986,Moray Firth,UK,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,17336.6978,1875.7627,15460.9351,0.1082,644.1008,84.5893,559.5115,0.1313,False,False,False,2063.0,38,26865.3568,2090.0,559.5115,6,6,1.0,1502,2.14,0.6534,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,0.2289,0.2289,0.0,1.0,779.8932,129.6649,650.2283,0.1663,True,False,False,2063.0,55,26865.3568,2090.0,650.2283,1,6,0.1667,12,1.0,1.0,East Midlands,UK,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,3582.0527,3582.0527,0.0,1.0,30.2379,30.2379,0.0,1.0,True,True,True,,0,0.0,,0.0,18,20,0.9,3085,5.41,0.2878,Anadarko,US,maximum,v8_fixedC_deterministic,Gompertz,ascend
2100,38617.5919,8149.625,30467.9669,0.211,1053.4919,415.8161,637.6757,0.3947,False,False,False,2060.0,41,30467.9669,2100.0,637.6757,20,20,1.0,5104,6.1,0.2576,Permian,US,maximum,v8_fixedC_deterministic,Gompertz,ascend
2179,22999.4356,8149.625,14849.8107,0.3543,3960.0593,1059.6365,2900.4228,0.2676,False,False,False,2060.0,120,35608.7033,2120.0,2900.4228,20,20,1.0,5104,6.1,0.2576,Permian,US,maximum,v8_fixedC_deterministic,Gompertz,ascend
2050,3582.0527,3582.0527,0.0,1.0,25.3214,25.3214,0.0,1.0,True,True,True,,0,0.0,,0.0,17,20,0.85,2946,4.72,0.3338,Los Angeles,US,maximum,v8_fixedC_deterministic,Logistic,ascend
2100,79806.0327,14846.6367,64959.3961,0.186,4471.7954,704.5053,3767.2901,0.1575,False,False,False,2060.0,41,168957.3734,2087.0,3767.2901,20,20,1.0,9260,5.32,0.3084,Permian,US,maximum,v8_fixedC_deterministic,Logistic,ascend
2179,1.062,1.062,0.0,1.0,5058.734,995.7499,4062.984,0.1968,True,False,False,2060.0,54,168957.3734,2087.0,4062.984,5,20,0.25,5,3.03,0.5021,Arkoma,US,maximum,v8_fixedC_deterministic,Logistic,ascend
2050,19.2819,19.2819,0.0,1.0,0.2376,0.2376,-0.0,1.0,True,True,True,,0,0.0,,0.0,3,4,0.75,44,1.09,0.9575,Canning,Australia,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,118.8798,118.8798,0.0,1.0,3.3916,3.3916,0.0,1.0,True,True,True,,0,0.0,,0.0,4,4,1.0,80,2.02,0.5282,Gippsland,Australia,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,240.2043,240.2043,0.0,1.0,19.2034,19.2034,0.0,1.0,True,True,True,,0,0.0,,0.0,4,4,1.0,80,1.56,0.7665,Gippsland,Australia,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,19.2819,19.2819,0.0,1.0,0.2156,0.2156,0.0,1.0,True,True,True,,0,0.0,,0.0,3,6,0.5,44,1.09,0.9575,Canning,Australia,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,517.0211,517.0211,0.0,1.0,8.7307,8.7307,0.0,1.0,True,True,True,,0,0.0,,0.0,5,6,0.8333,450,2.33,0.5485,Bass,Australia,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,54.4079,54.4079,-0.0,1.0,49.4506,49.4506,0.0,1.0,True,True,True,,0,0.0,,0.0,3,6,0.5,44,1.03,0.9849,Canning,Australia,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,83.6505,83.6505,-0.0,1.0,1.1329,1.1329,0.0,1.0,True,True,True,,0,0.0,,0.0,4,5,0.8,94,2.11,0.6327,Espirito Santo,Brazil,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,212.4539,212.4539,0.0,1.0,9.2261,9.2261,0.0,1.0,True,True,True,,0,0.0,,0.0,5,5,1.0,194,2.59,0.4969,Potiguar,Brazil,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,113.2208,113.2208,-0.0,1.0,23.1412,23.1412,-0.0,1.0,True,True,True,,0,0.0,,0.0,5,5,1.0,194,2.02,0.6727,Espirito Santo,Brazil,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,83.6505,83.6505,0.0,1.0,0.9888,0.9888,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,130,2.16,0.6195,Espirito Santo,Brazil,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,504.7161,504.7161,0.0,1.0,17.4189,17.4189,0.0,1.0,True,True,True,,0,0.0,,0.0,6,6,1.0,451,2.95,0.4819,Potiguar,Brazil,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,6.2456,6.2456,0.0,1.0,29.597,29.597,0.0,1.0,True,True,True,,0,0.0,,0.0,2,6,0.3333,10,1.16,0.9236,Reconcavo,Brazil,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,32.9508,32.9508,0.0,1.0,0.415,0.415,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,197,1.02,0.9886,Scotian,Canada,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,157.0384,157.0384,0.0,1.0,5.0317,5.0317,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,197,1.0,0.9976,Scotian,Canada,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,203.5228,203.5228,0.0,1.0,21.3384,21.3384,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,197,1.0,0.9981,Scotian,Canada,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,32.9508,32.9508,0.0,1.0,0.3717,0.3717,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,931,1.02,0.9886,Scotian,Canada,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,615.6738,615.6738,0.0,1.0,12.3669,12.3669,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,931,1.0,0.9994,Scotian,Canada,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,21.912,21.912,0.0,1.0,40.0008,40.0008,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,931,1.04,0.9828,Scotian,Canada,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,20.9942,20.9942,-0.0,1.0,0.262,0.262,0.0,1.0,True,True,True,,0,0.0,,0.0,10,13,0.7692,29,1.44,0.8311,Yilan-Yitong,China,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,116.1092,116.1092,-0.0,1.0,3.4704,3.4704,0.0,1.0,True,True,True,,0,0.0,,0.0,12,13,0.9231,131,2.76,0.4967,Songliao,China,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,198.9142,198.9142,0.0,1.0,17.5187,17.5187,0.0,1.0,True,True,True,,0,0.0,,0.0,13,13,1.0,135,3.44,0.3836,Songliao,China,minimum,v8_fixedC_deterministic,Gompertz,ascend
