country,scenario,model,ordering,checkpoint,basin,delivered_rate_mt_yr,wells_used
China,maximum,Logistic,ascending,2050,Sichuan,0.1048,1
China,maximum,Logistic,ascending,2050,Songliao,175.1689,156
China,maximum,Logistic,ascending,2050,Turpan,82.9194,81
China,maximum,Logistic,ascending,2050,Yilan-Yitong,44.2584,42
China,maximum,Logistic,ascending,2100,Bose,0.6145,1
China,maximum,Logistic,ascending,2100,Hailar-Temtsag,0.0404,1
China,maximum,Logistic,ascending,2100,Jianghan,0.7032,1
China,maximum,Logistic,ascending,2100,Jiuquan,0.4664,1
China,maximum,Logistic,ascending,2100,Junggar,0.3694,1
China,maximum,Logistic,ascending,2100,Qaidam,0.6201,1
China,maximum,Logistic,ascending,2100,Sanshui,0.5558,1
China,maximum,Logistic,ascending,2100,Santanghu,0.1067,1
China,maximum,Logistic,ascending,2100,Sichuan,0.1048,1
China,maximum,Logistic,ascending,2100,Yilan-Yitong,8.4853,42
China,maximum,Logistic,ascending,2179,Hailar-Temtsag,0.0,1
China,policy,Gompertz,ascending,2050,Bose,0.6099,1
China,policy,Gompertz,ascending,2050,Erlian,43.5085,64
China,policy,Gompertz,ascending,2050,Hailar-Temtsag,0.0402,1
China,policy,Gompertz,ascending,2050,Jianghan,0.6968,1
China,policy,Gompertz,ascending,2050,Jiuquan,0.4616,1
China,policy,Gompertz,ascending,2050,Junggar,0.3654,1
China,policy,Gompertz,ascending,2050,Nanxiang,73.3188,42
China,policy,Gompertz,ascending,2050,Qaidam,0.6127,1
China,policy,Gompertz,ascending,2050,Sanshui,0.5507,1
China,policy,Gompertz,ascending,2050,Santanghu,0.1058,1
China,policy,Gompertz,ascending,2050,Sichuan,0.1036,1
China,policy,Gompertz,ascending,2050,Songliao,47.3479,42
China,policy,Gompertz,ascending,2050,Turpan,27.2121,25
China,policy,Gompertz,ascending,2050,Yilan-Yitong,21.066,20
China,policy,Gompertz,ascending,2100,Beibuwan,123.141,100
China,policy,Gompertz,ascending,2100,Bohai Bay,181.2413,144
China,policy,Gompertz,ascending,2100,Bose,0.6099,1
China,policy,Gompertz,ascending,2100,Erlian,68.8,64
China,policy,Gompertz,ascending,2100,Hailar-Temtsag,0.0402,1
China,policy,Gompertz,ascending,2100,Huabei,433.6757,210
China,policy,Gompertz,ascending,2100,Jianghan,0.6968,1
China,policy,Gompertz,ascending,2100,Jiuquan,0.4616,1
China,policy,Gompertz,ascending,2100,Junggar,0.3654,1
China,policy,Gompertz,ascending,2100,Nanxiang,73.3188,42
China,policy,Gompertz,ascending,2100,Ordos,103.6211,100
China,policy,Gompertz,ascending,2100,Pearl River Mouth,351.5492,272
China,policy,Gompertz,ascending,2100,Qaidam,0.6127,1
China,policy,Gompertz,ascending,2100,Sanshui,0.5507,1
China,policy,Gompertz,ascending,2100,Santanghu,0.1058,1
China,policy,Gompertz,ascending,2100,Sichuan,0.1036,1
China,policy,Gompertz,ascending,2100,Songliao,47.3479,42
China,policy,Gompertz,ascending,2100,Subei,94.3679,25
China,policy,Gompertz,ascending,2100,Turpan,27.2121,25
China,policy,Gompertz,ascending,2100,Yilan-Yitong,21.066,20
China,policy,Gompertz,ascending,2179,Beibuwan,47.2827,100
China,policy,Gompertz,ascending,2179,Bose,0.6099,1
China,policy,Gompertz,ascending,2179,Erlian,68.8,64
China,policy,Gompertz,ascending,2179,Hailar-Temtsag,0.0402,1
China,policy,Gompertz,ascending,2179,Jianghan,0.6968,1
China,policy,Gompertz,ascending,2179,Jiuquan,0.4616,1
China,policy,Gompertz,ascending,2179,Junggar,0.3654,1
China,policy,Gompertz,ascending,2179,Nanxiang,73.3188,42
China,policy,Gompertz,ascending,2179,Ordos,103.6211,100
China,policy,Gompertz,ascending,2179,Qaidam,0.6127,1
China,policy,Gompertz,ascending,2179,Sanshui,0.5507,1
China,policy,Gompertz,ascending,2179,Santanghu,0.1058,1
China,policy,Gompertz,ascending,2179,Sichuan,0.1036,1
China,policy,Gompertz,ascending,2179,Songliao,47.3479,42
China,policy,Gompertz,ascending,2179,Subei,94.3679,25
China,policy,Gompertz,ascending,2179,Turpan,27.2121,25
China,policy,Gompertz,ascending,2179,Yilan-Yitong,21.066,20
China,policy,Logistic,ascending,2050,Bose,0.6122,1
China,policy,Logistic,ascending,2050,Hailar-Temtsag,0.0403,1
China,policy,Logistic,ascending,2050,Jianghan,0.6999,1
China,policy,Logistic,ascending,2050,Jiuquan,0.4636,1
China,policy,Logistic,ascending,2050,Junggar,0.3671,1
China,policy,Logistic,ascending,2050,Nanxiang,9.15,81
China,policy,Logistic,ascending,2050,Qaidam,0.6163,1
China,policy,Logistic,ascending,2050,Sanshui,0.5538,1
China,policy,Logistic,ascending,2050,Santanghu,0.1061,1
China,policy,Logistic,ascending,2050,Sichuan,0.104,1
China,policy,Logistic,ascending,2050,Songliao,116.7124,110
China,policy,Logistic,ascending,2050,Turpan,52.9709,49
China,policy,Logistic,ascending,2050,Yilan-Yitong,33.6032,30
China,policy,Logistic,ascending,2100,Bose,0.6122,1
China,policy,Logistic,ascending,2100,Erlian,62.1793,169
China,policy,Logistic,ascending,2100,Hailar-Temtsag,0.0403,1
China,policy,Logistic,ascending,2100,Jianghan,0.6999,1
China,policy,Logistic,ascending,2100,Jiuquan,0.4636,1
China,policy,Logistic,ascending,2100,Junggar,0.3671,1
China,policy,Logistic,ascending,2100,Nanxiang,116.6164,81
China,policy,Logistic,ascending,2100,Qaidam,0.6163,1
China,policy,Logistic,ascending,2100,Sanshui,0.5538,1
China,policy,Logistic,ascending,2100,Santanghu,0.1061,1
China,policy,Logistic,ascending,2100,Sichuan,0.104,1
China,policy,Logistic,ascending,2100,Songliao,116.7124,110
China,policy,Logistic,ascending,2100,Turpan,52.9709,49
China,policy,Logistic,ascending,2100,Yilan-Yitong,33.6032,30
China,policy,Logistic,ascending,2179,Hailar-Temtsag,0.0025,1
China,reference,Gompertz,ascending,2050,Bose,0.6099,1
China,reference,Gompertz,ascending,2050,Erlian,78.9482,72
China,reference,Gompertz,ascending,2050,Hailar-Temtsag,0.0402,1
China,reference,Gompertz,ascending,2050,Jianghan,0.6968,1
China,reference,Gompertz,ascending,2050,Jiuquan,0.4616,1
China,reference,Gompertz,ascending,2050,Junggar,0.3654,1
China,reference,Gompertz,ascending,2050,Nanxiang,75.7352,42
China,reference,Gompertz,ascending,2050,Ordos,115.1722,156
China,reference,Gompertz,ascending,2050,Qaidam,0.6127,1
China,reference,Gompertz,ascending,2050,Sanshui,0.5507,1
China,reference,Gompertz,ascending,2050,Santanghu,0.1058,1
China,reference,Gompertz,ascending,2050,Sichuan,0.1036,1
China,reference,Gompertz,ascending,2050,Songliao,47.3479,42
China,reference,Gompertz,ascending,2050,Subei,124.4991,110
China,reference,Gompertz,ascending,2050,Turpan,27.2121,25
China,reference,Gompertz,ascending,2050,Yilan-Yitong,21.066,20
China,reference,Gompertz,ascending,2100,Beibuwan,211.5205,196
China,reference,Gompertz,ascending,2100,Bohai Bay,317.5527,342
China,reference,Gompertz,ascending,2100,Bose,0.6099,1
China,reference,Gompertz,ascending,2100,Erlian,78.9482,72
China,reference,Gompertz,ascending,2100,Hailar-Temtsag,0.0402,1
China,reference,Gompertz,ascending,2100,Jianghan,0.6968,1
China,reference,Gompertz,ascending,2100,Jiuquan,0.4616,1
China,reference,Gompertz,ascending,2100,Junggar,0.3654,1
China,reference,Gompertz,ascending,2100,Nanxiang,75.7352,42
China,reference,Gompertz,ascending,2100,Ordos,163.3672,156
China,reference,Gompertz,ascending,2100,Qaidam,0.6127,1
China,reference,Gompertz,ascending,2100,Sanshui,0.5507,1
China,reference,Gompertz,ascending,2100,Santanghu,0.1058,1
China,reference,Gompertz,ascending,2100,Sichuan,0.1036,1
China,reference,Gompertz,ascending,2100,Songliao,47.3479,42
China,reference,Gompertz,ascending,2100,Subei,124.4991,110
China,reference,Gompertz,ascending,2100,Turpan,27.2121,25
China,reference,Gompertz,ascending,2100,Yilan-Yitong,21.066,20
China,reference,Gompertz,ascending,2179,Bose,0.6099,1
China,reference,Gompertz,ascending,2179,Hailar-Temtsag,0.0402,1
China,reference,Gompertz,ascending,2179,Jianghan,0.6968,1
China,reference,Gompertz,ascending,2179,Jiuquan,0.4616,1
China,reference,Gompertz,ascending,2179,Junggar,0.3654,1
China,reference,Gompertz,ascending,2179,Qaidam,0.6127,1
China,reference,Gompertz,ascending,2179,Sanshui,0.5507,1
China,reference,Gompertz,ascending,2179,Santanghu,0.1058,1
China,reference,Gompertz,ascending,2179,Sichuan,0.1036,1
China,reference,Gompertz,ascending,2179,Songliao,14.841,42
China,reference,Gompertz,ascending,2179,Turpan,27.2121,25
China,reference,Gompertz,ascending,2179,Yilan-Yitong,21.066,20
China,reference,Logistic,ascending,2050,Bose,0.6136,1
China,reference,Logistic,ascending,2050,Erlian,106.7758,210
China,reference,Logistic,ascending,2050,Hailar-Temtsag,0.0404,1
China,reference,Logistic,ascending,2050,Jianghan,0.702,1
China,reference,Logistic,ascending,2050,Jiuquan,0.4654,1
China,reference,Logistic,ascending,2050,Junggar,0.3686,1
China,reference,Logistic,ascending,2050,Nanxiang,133.4389,81
China,reference,Logistic,ascending,2050,Qaidam,0.6187,1
China,reference,Logistic,ascending,2050,Sanshui,0.5558,1
China,reference,Logistic,ascending,2050,Santanghu,0.1067,1
China,reference,Logistic,ascending,2050,Sichuan,0.1045,1
China,reference,Logistic,ascending,2050,Songliao,142.6538,132
China,reference,Logistic,ascending,2050,Turpan,68.0068,64
China,reference,Logistic,ascending,2050,Yilan-Yitong,39.0764,36
China,reference,Logistic,ascending,2100,Bose,0.6136,1
China,reference,Logistic,ascending,2100,Hailar-Temtsag,0.0404,1
China,reference,Logistic,ascending,2100,Jianghan,0.702,1
China,reference,Logistic,ascending,2100,Jiuquan,0.4654,1
China,reference,Logistic,ascending,2100,Junggar,0.3686,1
China,reference,Logistic,ascending,2100,Qaidam,0.6187,1
China,reference,Logistic,ascending,2100,Sanshui,0.5558,1
China,reference,Logistic,ascending,2100,Santanghu,0.1067,1
China,reference,Logistic,ascending,2100,Sichuan,0.1045,1
China,reference,Logistic,ascending,2100,Turpan,2.0261,64
China,reference,Logistic,ascending,2100,Yilan-Yitong,39.0764,36
China,reference,Logistic,ascending,2179,Hailar-Temtsag,0.0,1
China,us1gt,Gompertz,ascending,2050,Bose,0.6099,1
China,us1gt,Gompertz,ascending,2050,Erlian,78.9482,72
China,us1gt,Gompertz,ascending,2050,Hailar-Temtsag,0.0402,1
China,us1gt,Gompertz,ascending,2050,Jianghan,0.6968,1
China,us1gt,Gompertz,ascending,2050,Jiuquan,0.4616,1
China,us1gt,Gompertz,ascending,2050,Junggar,0.3654,1
China,us1gt,Gompertz,ascending,2050,Nanxiang,78.5317,42
China,us1gt,Gompertz,ascending,2050,Ordos,126.6563,156
China,us1gt,Gompertz,ascending,2050,Qaidam,0.6127,1
China,us1gt,Gompertz,ascending,2050,Sanshui,0.5507,1
China,us1gt,Gompertz,ascending,2050,Santanghu,0.1058,1
China,us1gt,Gompertz,ascending,2050,Sichuan,0.1036,1
China,us1gt,Gompertz,ascending,2050,Songliao,47.3479,42
China,us1gt,Gompertz,ascending,2050,Subei,137.1023,110
China,us1gt,Gompertz,ascending,2050,Turpan,27.2121,25
China,us1gt,Gompertz,ascending,2050,Yilan-Yitong,21.066,20
China,us1gt,Gompertz,ascending,2100,Beibuwan,211.5205,196
China,us1gt,Gompertz,ascending,2100,Bohai Bay,245.6112,441
China,us1gt,Gompertz,ascending,2100,Bose,0.6099,1
China,us1gt,Gompertz,ascending,2100,Erlian,78.9482,72
China,us1gt,Gompertz,ascending,2100,Hailar-Temtsag,0.0402,1
China,us1gt,Gompertz,ascending,2100,Jianghan,0.6968,1
China,us1gt,Gompertz,ascending,2100,Jiuquan,0.4616,1
China,us1gt,Gompertz,ascending,2100,Junggar,0.3654,1
China,us1gt,Gompertz,ascending,2100,Nanxiang,78.5317,42
China,us1gt,Gompertz,ascending,2100,Ordos,163.3672,156
China,us1gt,Gompertz,ascending,2100,Qaidam,0.6127,1
China,us1gt,Gompertz,ascending,2100,Sanshui,0.5507,1
China,us1gt,Gompertz,ascending,2100,Santanghu,0.1058,1
China,us1gt,Gompertz,ascending,2100,Sichuan,0.1036,1
China,us1gt,Gompertz,ascending,2100,Songliao,47.3479,42
China,us1gt,Gompertz,ascending,2100,Subei,137.1023,110
China,us1gt,Gompertz,ascending,2100,Turpan,27.2121,25
China,us1gt,Gompertz,ascending,2100,Yilan-Yitong,21.066,20
China,us1gt,Gompertz,ascending,2179,Bose,0.6099,1
China,us1gt,Gompertz,ascending,2179,Hailar-Temtsag,0.0402,1
China,us1gt,Gompertz,ascending,2179,Jianghan,0.6968,1
China,us1gt,Gompertz,ascending,2179,Jiuquan,0.4616,1
China,us1gt,Gompertz,ascending,2179,Junggar,0.3654,1
China,us1gt,Gompertz,ascending,2179,Qaidam,0.6127,1
China,us1gt,Gompertz,ascending,2179,Sanshui,0.5507,1
China,us1gt,Gompertz,ascending,2179,Santanghu,0.1058,1
China,us1gt,Gompertz,ascending,2179,Sichuan,0.1036,1
China,us1gt,Gompertz,ascending,2179,Songliao,4.2097,42
China,us1gt,Gompertz,ascending,2179,Turpan,27.2121,25
China,us1gt,Gompertz,ascending,2179,Yilan-Yitong,21.066,20
China,us1gt,Logistic,ascending,2050,Bose,0.6136,1
China,us1gt,Logistic,ascending,2050,Erlian,128.4775,210
China,us1gt,Logistic,ascending,2050,Hailar-Temtsag,0.0404,1
China,us1gt,Logistic,ascending,2050,Jianghan,0.702,1
China,us1gt,Logistic,ascending,2050,Jiuquan,0.4654,1
China,us1gt,Logistic,ascending,2050,Junggar,0.3686,1
China,us1gt,Logistic,ascending,2050,Nanxiang,133.4389,81
China,us1gt,Logistic,ascending,2050,Qaidam,0.6187,1
China,us1gt,Logistic,ascending,2050,Sanshui,0.5558,1
China,us1gt,Logistic,ascending,2050,Santanghu,0.1067,1
China,us1gt,Logistic,ascending,2050,Sichuan,0.1045,1
China,us1gt,Logistic,ascending,2050,Songliao,142.6538,132
China,us1gt,Logistic,ascending,2050,Turpan,68.0068,64
China,us1gt,Logistic,ascending,2050,Yilan-Yitong,44.2584,42
China,us1gt,Logistic,ascending,2100,Bose,0.6136,1
China,us1gt,Logistic,ascending,2100,Hailar-Temtsag,0.0404,1
China,us1gt,Logistic,ascending,2100,Jianghan,0.702,1
China,us1gt,Logistic,ascending,2100,Jiuquan,0.4654,1
China,us1gt,Logistic,ascending,2100,Junggar,0.3686,1
China,us1gt,Logistic,ascending,2100,Qaidam,0.6187,1
China,us1gt,Logistic,ascending,2100,Sanshui,0.5558,1
China,us1gt,Logistic,ascending,2100,Santanghu,0.1067,1
China,us1gt,Logistic,ascending,2100,Sichuan,0.1045,1
China,us1gt,Logistic,ascending,2100,Yilan-Yitong,34.2463,42
China,us1gt,Logistic,ascending,2179,Hailar-Temtsag,0.0,1
EU,maximum,Gompertz,ascending,2050,Baltic,0.287,1
EU,maximum,Gompertz,ascending,2050,Caltanissetta,93.2561,64
EU,maximum,Gompertz,ascending,2050,Crimea-Karkinit,0.7257,1
EU,maximum,Gompertz,ascending,2050,Dnieper-Donets,22.1816,20
EU,maximum,Gompertz,ascending,2050,Drava,0.6358,1
EU,maximum,Gompertz,ascending,2050,Ionian,225.5586,225
EU,maximum,Gompertz,ascending,2050,Lublin,125.9127,121
EU,maximum,Gompertz,ascending,2050,Moesian,43.4792,42
EU,maximum,Gompertz,ascending,2050,More,92.0899,196
EU,maximum,Gompertz,ascending,2050,North Adriatic,53.9327,49
EU,maximum,Gompertz,ascending,2050,North Carpathian,0.7276,1
EU,maximum,Gompertz,ascending,2050,Northern North Sea,211.9822,210
EU,maximum,Gompertz,ascending,2050,Norwegian,38.0984,36
EU,maximum,Gompertz,ascending,2050,Pannonian,31.9848,30
EU,maximum,Gompertz,ascending,2050,Paris,0.8687,1
EU,maximum,Gompertz,ascending,2050,Po,49.038,49
EU,maximum,Gompertz,ascending,2050,Polish,0.4338,1
EU,maximum,Gompertz,ascending,2050,Sava,0.499,1
EU,maximum,Gompertz,ascending,2050,Transylvanian,0.5399,1
EU,maximum,Gompertz,ascending,2050,Vienna,14.7895,4
EU,maximum,Gompertz,ascending,2050,West Barents,134.9766,90
EU,maximum,Gompertz,ascending,2050,Zala,2.1849,2
EU,maximum,Gompertz,ascending,2100,Balearic,1256.0008,900
EU,maximum,Gompertz,ascending,2100,Baltic,0.287,1
EU,maximum,Gompertz,ascending,2100,Caltanissetta,93.2561,64
EU,maximum,Gompertz,ascending,2100,Crimea-Karkinit,0.7257,1
EU,maximum,Gompertz,ascending,2100,Dnieper-Donets,22.1816,20
EU,maximum,Gompertz,ascending,2100,Drava,0.6358,1
EU,maximum,Gompertz,ascending,2100,Ionian,225.5586,225
EU,maximum,Gompertz,ascending,2100,Lublin,125.9127,121
EU,maximum,Gompertz,ascending,2100,Moesian,43.4792,42
EU,maximum,Gompertz,ascending,2100,More,240.2165,196
EU,maximum,Gompertz,ascending,2100,North Adriatic,53.9327,49
EU,maximum,Gompertz,ascending,2100,North Carpathian,0.7276,1
EU,maximum,Gompertz,ascending,2100,Northern Aegean,278.3122,240
EU,maximum,Gompertz,ascending,2100,Northern North Sea,211.9822,210
EU,maximum,Gompertz,ascending,2100,Northwest German,395.8802,272
EU,maximum,Gompertz,ascending,2100,Norwegian,38.0984,36
EU,maximum,Gompertz,ascending,2100,Pannonian,31.9848,30
EU,maximum,Gompertz,ascending,2100,Paris,0.8687,1
EU,maximum,Gompertz,ascending,2100,Po,49.038,49
EU,maximum,Gompertz,ascending,2100,Polish,0.4338,1
EU,maximum,Gompertz,ascending,2100,Sava,0.499,1
EU,maximum,Gompertz,ascending,2100,South Adriatic,604.1354,441
EU,maximum,Gompertz,ascending,2100,Transylvanian,0.5399,1
EU,maximum,Gompertz,ascending,2100,Trondelag-Halten,1228.828,81
EU,maximum,Gompertz,ascending,2100,Vienna,14.7895,4
EU,maximum,Gompertz,ascending,2100,West Barents,134.9766,90
EU,maximum,Gompertz,ascending,2100,Zala,2.1849,2
EU,maximum,Gompertz,ascending,2179,Baltic,0.287,1
EU,maximum,Gompertz,ascending,2179,Caltanissetta,93.2561,64
EU,maximum,Gompertz,ascending,2179,Crimea-Karkinit,0.7257,1
EU,maximum,Gompertz,ascending,2179,Dnieper-Donets,22.1816,20
EU,maximum,Gompertz,ascending,2179,Drava,0.6358,1
EU,maximum,Gompertz,ascending,2179,Ionian,184.2167,225
EU,maximum,Gompertz,ascending,2179,Lublin,125.9127,121
EU,maximum,Gompertz,ascending,2179,Moesian,43.4792,42
EU,maximum,Gompertz,ascending,2179,North Adriatic,53.9327,49
EU,maximum,Gompertz,ascending,2179,North Carpathian,0.7276,1
EU,maximum,Gompertz,ascending,2179,Northern North Sea,211.9822,210
EU,maximum,Gompertz,ascending,2179,Norwegian,38.0984,36
EU,maximum,Gompertz,ascending,2179,Pannonian,31.9848,30
EU,maximum,Gompertz,ascending,2179,Paris,0.8687,1
EU,maximum,Gompertz,ascending,2179,Po,49.038,49
EU,maximum,Gompertz,ascending,2179,Polish,0.4338,1
EU,maximum,Gompertz,ascending,2179,Sava,0.499,1
EU,maximum,Gompertz,ascending,2179,Transylvanian,0.5399,1
EU,maximum,Gompertz,ascending,2179,Vienna,14.7895,4
EU,maximum,Gompertz,ascending,2179,West Barents,134.9766,90
EU,maximum,Gompertz,ascending,2179,Zala,2.1849,2
EU,maximum,Logistic,ascending,2050,Baltic,0.2873,1
EU,maximum,Logistic,ascending,2050,Caltanissetta,163.9078,156
EU,maximum,Logistic,ascending,2050,Crimea-Karkinit,0.7301,1
EU,maximum,Logistic,ascending,2050,Dnieper-Donets,33.4363,30
EU,maximum,Logistic,ascending,2050,Drava,0.6389,1
EU,maximum,Logistic,ascending,2050,Lublin,283.8811,256
EU,maximum,Logistic,ascending,2050,Moesian,79.744,72
EU,maximum,Logistic,ascending,2050,North Adriatic,117.0339,100
EU,maximum,Logistic,ascending,2050,North Carpathian,0.7301,1
EU,maximum,Logistic,ascending,2050,Norwegian,70.1269,64
EU,maximum,Logistic,ascending,2050,Pannonian,56.4254,56
EU,maximum,Logistic,ascending,2050,Paris,0.8733,1
EU,maximum,Logistic,ascending,2050,Po,105.3385,100
EU,maximum,Logistic,ascending,2050,Polish,0.435,1
EU,maximum,Logistic,ascending,2050,Sava,0.5009,1
EU,maximum,Logistic,ascending,2050,Transylvanian,0.5417,1
EU,maximum,Logistic,ascending,2050,Vienna,17.2616,16
EU,maximum,Logistic,ascending,2050,West Barents,210.0914,306
EU,maximum,Logistic,ascending,2050,Zala,2.1984,2
EU,maximum,Logistic,ascending,2100,Baltic,0.2873,1
EU,maximum,Logistic,ascending,2100,Caltanissetta,163.9078,156
EU,maximum,Logistic,ascending,2100,Crimea-Karkinit,0.7301,1
EU,maximum,Logistic,ascending,2100,Dnieper-Donets,33.4363,30
EU,maximum,Logistic,ascending,2100,Drava,0.6389,1
EU,maximum,Logistic,ascending,2100,Lublin,283.8811,256
EU,maximum,Logistic,ascending,2100,Moesian,79.744,72
EU,maximum,Logistic,ascending,2100,North Adriatic,117.0339,100
EU,maximum,Logistic,ascending,2100,North Carpathian,0.7301,1
EU,maximum,Logistic,ascending,2100,Norwegian,70.1269,64
EU,maximum,Logistic,ascending,2100,Pannonian,56.4254,56
EU,maximum,Logistic,ascending,2100,Paris,0.8733,1
EU,maximum,Logistic,ascending,2100,Po,105.3385,100
EU,maximum,Logistic,ascending,2100,Polish,0.435,1
EU,maximum,Logistic,ascending,2100,Sava,0.5009,1
EU,maximum,Logistic,ascending,2100,Transylvanian,0.5417,1
EU,maximum,Logistic,ascending,2100,Vienna,17.2616,16
EU,maximum,Logistic,ascending,2100,West Barents,127.7807,306
EU,maximum,Logistic,ascending,2100,Zala,2.1984,2
EU,maximum,Logistic,ascending,2179,Baltic,0.0086,1
Thailand,maximum,Gompertz,ascending,2050,Kra-Gulf of Thailand,11.0684,30
Thailand,maximum,Gompertz,ascending,2100,Kra-Gulf of Thailand,34.3442,30
Thailand,maximum,Gompertz,ascending,2100,Pattani,215.8174,342
Thailand,maximum,Gompertz,ascending,2179,Kra-Gulf of Thailand,34.3442,30
Thailand,maximum,Gompertz,ascending,2179,Pattani,365.8078,342
Thailand,maximum,Logistic,ascending,2050,Kra-Gulf of Thailand,11.0684,49
Thailand,maximum,Logistic,ascending,2100,Kra-Gulf of Thailand,53.8919,49
Thailand,maximum,Logistic,ascending,2100,Pattani,281.1588,650
Thailand,maximum,Logistic,ascending,2179,Kra-Gulf of Thailand,0.0041,49
UK,maximum,Gompertz,ascending,2050,Central North Sea,89.6872,169
UK,maximum,Gompertz,ascending,2050,East Midlands,10.5738,9
UK,maximum,Gompertz,ascending,2050,Moray Firth,113.8515,100
UK,maximum,Gompertz,ascending,2050,Southern North Sea,43.7188,42
UK,maximum,Gompertz,ascending,2050,Wessex,59.4512,49
UK,maximum,Gompertz,ascending,2100,Central North Sea,232.33,169
UK,maximum,Gompertz,ascending,2100,East Midlands,10.5738,9
UK,maximum,Gompertz,ascending,2100,Faroe-Shetland,620.2825,81
UK,maximum,Gompertz,ascending,2100,Moray Firth,113.8515,100
UK,maximum,Gompertz,ascending,2100,Southern North Sea,43.7188,42
UK,maximum,Gompertz,ascending,2100,Wessex,59.4512,49
UK,maximum,Gompertz,ascending,2179,East Midlands,10.5738,9
UK,maximum,Gompertz,ascending,2179,Moray Firth,49.7075,100
UK,maximum,Gompertz,ascending,2179,Southern North Sea,43.7188,42
UK,maximum,Gompertz,ascending,2179,Wessex,59.4512,49
UK,maximum,Logistic,ascending,2050,East Midlands,18.0151,16
UK,maximum,Logistic,ascending,2050,Moray Firth,32.857,306
UK,maximum,Logistic,ascending,2050,Southern North Sea,92.9846,90
UK,maximum,Logistic,ascending,2050,Wessex,173.4258,156
UK,maximum,Logistic,ascending,2100,East Midlands,18.0151,16
UK,maximum,Logistic,ascending,2100,Southern North Sea,67.4379,90
UK,maximum,Logistic,ascending,2179,East Midlands,0.0006,16
US,maximum,Gompertz,ascending,2050,Anadarko,1185.313,961
US,maximum,Gompertz,ascending,2050,Appalachian,0.0887,1
US,maximum,Gompertz,ascending,2050,Arkoma,0.5332,1
US,maximum,Gompertz,ascending,2050,Big Horn,0.5351,1
US,maximum,Gompertz,ascending,2050,Black Warrior,0.9946,1
US,maximum,Gompertz,ascending,2050,Cook Inlet,55.1146,49
US,maximum,Gompertz,ascending,2050,Denver,0.1582,1
US,maximum,Gompertz,ascending,2050,Fort Worth,408.5041,380
US,maximum,Gompertz,ascending,2050,Green River,0.7131,1
US,maximum,Gompertz,ascending,2050,Laramie,40.7726,30
US,maximum,Gompertz,ascending,2050,Los Angeles,1008.4131,380
US,maximum,Gompertz,ascending,2050,Palo Duro,71.3579,64
US,maximum,Gompertz,ascending,2050,Paradox,0.0538,1
US,maximum,Gompertz,ascending,2050,Powder River,14.1,12
US,maximum,Gompertz,ascending,2050,Sacramento,191.4763,156
US,maximum,Gompertz,ascending,2050,San Joaquin,573.4606,380
US,maximum,Gompertz,ascending,2050,San Juan,30.4637,16
US,maximum,Gompertz,ascending,2100,Anadarko,1793.5408,961
US,maximum,Gompertz,ascending,2100,Appalachian,0.0887,1
US,maximum,Gompertz,ascending,2100,Arkoma,0.5332,1
US,maximum,Gompertz,ascending,2100,Big Horn,0.5351,1
US,maximum,Gompertz,ascending,2100,Black Warrior,0.9946,1
US,maximum,Gompertz,ascending,2100,Cook Inlet,55.1146,49
US,maximum,Gompertz,ascending,2100,Denver,0.1582,1
US,maximum,Gompertz,ascending,2100,Fort Worth,408.5041,380
US,maximum,Gompertz,ascending,2100,Green River,0.7131,1
US,maximum,Gompertz,ascending,2100,Illinois,2122.8764,2756
US,maximum,Gompertz,ascending,2100,Laramie,40.7726,30
US,maximum,Gompertz,ascending,2100,Los Angeles,1008.4131,380
US,maximum,Gompertz,ascending,2100,Palo Duro,71.3579,64
US,maximum,Gompertz,ascending,2100,Paradox,0.0538,1
US,maximum,Gompertz,ascending,2100,Powder River,14.1,12
US,maximum,Gompertz,ascending,2100,Sacramento,191.4763,156
US,maximum,Gompertz,ascending,2100,San Joaquin,573.4606,380
US,maximum,Gompertz,ascending,2100,San Juan,30.4637,16
US,maximum,Gompertz,ascending,2179,Appalachian,0.0887,1
US,maximum,Gompertz,ascending,2179,Arkoma,0.5332,1
US,maximum,Gompertz,ascending,2179,Big Horn,0.5351,1
US,maximum,Gompertz,ascending,2179,Black Warrior,0.9946,1
US,maximum,Gompertz,ascending,2179,Cook Inlet,55.1146,49
US,maximum,Gompertz,ascending,2179,Denver,0.1582,1
US,maximum,Gompertz,ascending,2179,Fort Worth,96.0067,380
US,maximum,Gompertz,ascending,2179,Green River,0.7131,1
US,maximum,Gompertz,ascending,2179,Laramie,40.7726,30
US,maximum,Gompertz,ascending,2179,Palo Duro,71.3579,64
US,maximum,Gompertz,ascending,2179,Paradox,0.0538,1
US,maximum,Gompertz,ascending,2179,Powder River,14.1,12
US,maximum,Gompertz,ascending,2179,Sacramento,191.4763,156
US,maximum,Gompertz,ascending,2179,San Juan,30.4637,16
US,maximum,Logistic,ascending,2050,Appalachian,0.089,1
US,maximum,Logistic,ascending,2050,Arkoma,0.537,1
US,maximum,Logistic,ascending,2050,Big Horn,0.5384,1
US,maximum,Logistic,ascending,2050,Black Warrior,9.0192,9
US,maximum,Logistic,ascending,2050,Cook Inlet,105.1648,100
US,maximum,Logistic,ascending,2050,Denver,0.1586,1
US,maximum,Logistic,ascending,2050,Fort Worth,1154.0709,1122
US,maximum,Logistic,ascending,2050,Green River,0.7195,1
US,maximum,Logistic,ascending,2050,Laramie,51.6462,49
