country,scenario,model,ordering,Type,S0_gt,C_scenario_gt,g_cap,g_original,r_original,rate_2050_original,tn_original,tp_original,R_peak_order,Y_peak_order,C_recon_order_gt,g_recon_order,r_recon_order,rate_2050_recon_order,peak_rate_recon_order,peak_year_recon_order,tp_recon_order,tn_recon_order,C_ratio_recon_to_scenario,delta_tp_recon_vs_original,delta_peak_year_recon_vs_screened,max_envelope_exceedance_mt_yr,years_exceeding_envelope,first_exceed_year,last_exceed_year,rmse_to_envelope_mt_yr,envelope_consistent,landmark_infeasible,landmark_reason,violates_g_cap
China,policy,Gompertz,descending,B_fixed,0.06987,403.0,0.25,0.1235680631479408,0.023068420465279,0.2160000000000028,2081.858664504495,2123.579061077281,1.5296256206044936,2079,152.19100421667878,0.1371965835972755,0.0273206261449907,0.21600000399213215,1.5296256206044936,2105,2104.6481317763455,2069.4211334999654,0.37764517175354534,-18.93092930093553,26,4.87059995584263,20,2030.0,2049.0,438.9251114504333,False,False,,False
China,policy,Logistic,descending,B_fixed,0.06987,403.0,0.25,0.1575924175744555,0.1512280618077947,0.216000000000001,2078.5553018000805,2087.2637245701785,3.382555394508344,2069,88.91661564274123,0.15718790040498987,0.152167527747531,0.21599999998617905,3.382555394508344,2077,2076.9747517003993,2068.3200937952656,0.2206367633814919,-10.288972869779172,8,0.9342050218641429,18,2032.0,2049.0,1080.5078799932444,False,False,,False
China,reference,Gompertz,descending,A,0.06987,403.0,0.25,0.1633534435741445,0.0299581630081903,0.493527504417256,2069.9322707881147,2102.0578603930608,1.4101295814975703,2062,94.98511612324597,0.20080760005061116,0.04035505533502539,0.4935274912644222,1.4101295814975703,2079,2078.9688312074013,2055.119931927516,0.2356950772288982,-23.089029185659456,17,28.790190556635704,20,2030.0,2049.0,756.0118055321009,False,False,,False
China,reference,Logistic,descending,A,0.06987,403.0,0.25,0.1940326590969685,0.1832568344668814,0.4935275046044257,2070.0690331854757,2077.2554385425037,3.9043288223168897,2062,84.27551601194598,0.19449619764938597,0.18531260356867846,0.49352750436877224,3.9043288223168897,2068,2068.2833155628427,2061.176632738451,0.20912038712641684,-8.97212297966098,6,4.676226693896391,20,2030.0,2049.0,1166.8176122904592,False,False,,False
China,us1gt,Gompertz,descending,A,0.06987,403.0,0.25,0.1662486579086203,0.0304503001156207,0.5204112383657764,2069.2868862709124,2100.8932627750796,1.4166518384397442,2061,93.17278245350509,0.2057777405412411,0.041330298916483516,0.5204112224396186,1.4166518384397442,2078,2077.7486551800735,2054.4625025184637,0.23119797134864786,-23.144607595006164,17,31.920438142493264,20,2030.0,2049.0,771.5969545062336,False,False,,False
China,us1gt,Logistic,descending,A,0.06987,403.0,0.25,0.1964718981815296,0.1853657409083002,0.5204112383614431,2069.613167706924,2076.717813314422,3.9043288223168897,2062,83.26838120722681,0.19704783572797968,0.18755396781884529,0.5204112384015622,3.9043288223168897,2068,2067.7616557106467,2060.7399013204817,0.20662129331818066,-8.95615760377541,6,5.259547293964384,20,2030.0,2049.0,1167.9140315495167,False,False,,False
EU,maximum,Gompertz,descending,A,0.4091899999999999,940.0,0.2,0.1313631501447902,0.026121534869155,1.1441827765839183,2071.494793439402,2108.3388630907475,5.269843631950153,2075,478.9042130556709,0.1433837964190643,0.029911869206891897,1.1441827852435695,5.269843631950153,2095,2095.3641469392996,2063.188837417103,0.5094725670805009,-12.974716151447865,20,23.89567825018146,20,2030.0,2049.0,1612.4146865969167,False,False,,False
EU,maximum,Logistic,descending,A,0.4091899999999999,940.0,0.2,0.1529926623666546,0.147815052163763,1.1441827768076223,2073.446605499082,2082.356103399646,11.95393570535362,2068,320.87292776354013,0.15307960602098536,0.14901769106757173,1.1441827766148653,11.95393570535362,2075,2074.7151258528465,2065.8775315545454,0.34135417847185123,-7.640977546799604,7,6.3588769170361825,20,2030.0,2049.0,3072.297358705077,False,False,,False
Thailand,maximum,Gompertz,descending,A,0.0039999999999999,105.0,0.2,0.1053601997296973,0.0179940010985275,0.0110683708877625,2105.4446704310735,2158.9304763310165,0.4413019850164807,2114,62.29596694567931,0.10940132782595868,0.01925619306590449,0.011068370887869975,0.4413019850164807,2148,2147.74423872216,2097.764284386155,0.5932949232921839,-11.186237608856572,34,0.06973310813556538,0,,,38.877977059047055,True,False,,False
Thailand,maximum,Logistic,descending,A,0.004,105.0,0.2,0.1536544977459414,0.1468701327435368,0.011068370887760099,2090.314681478498,2099.2815004792305,0.7324484958043409,2080,19.917841216493137,0.15285938253330777,0.14709395216944107,0.011068370879961136,0.7324484958043409,2088,2087.8737318617214,2078.920556850095,0.1896937258713632,-11.407768617509191,8,0.011351731372090217,0,,,251.0164632589532,True,False,,False
UK,maximum,Gompertz,descending,A,0.11352,780.0,0.2,0.1174169495554296,0.0217199786082079,0.31728248623700145,2085.99938284297,2130.3099076128015,1.0774478907394838,2065,89.46466756654,0.15238821120184243,0.0327370245949927,0.3172824862370151,1.0774478907394838,2088,2087.9638165934753,2058.565187303677,0.11469829175197437,-42.346091019326195,23,19.09527823507548,20,2030.0,2049.0,471.6229949684972,False,False,,False
UK,maximum,Logistic,descending,A,0.11352,780.0,0.2,0.1534317462550065,0.1473931216029962,0.3172824862374392,2081.0062249721905,2089.941227383443,1.9735459411942415,2063,52.51647380658814,0.1537052030597308,0.1503182371659281,0.317282486598262,1.9735459411942415,2071,2070.8116760939097,2062.0505442329027,0.0673288125725489,-19.129551289533538,8,4.304683199665371,20,2030.0,2049.0,919.1892162003643,False,False,,False
US,maximum,Gompertz,descending,A,1.355429999999999,5060.0,0.2,0.1220334706652492,0.0235082646877914,3.5820526651193996,2078.6958534930272,2119.635653299647,8.107731954429266,2060,588.5093601618884,0.16622858929300466,0.037449022791547874,3.5820526661888517,8.107731954429266,2078,2078.170303086829,2052.4707366261405,0.11630619766045225,-41.465350212818066,18,284.7347933884472,20,2030.0,2049.0,4314.563856090146,False,False,,False
US,maximum,Logistic,descending,A,1.3554299999999997,5060.0,0.2,0.1508109959996168,0.1454603267486698,3.582052665119053,2077.489080804172,2086.542806492553,15.287607997705768,2061,408.2155156538372,0.15235460249150612,0.14979938205650675,3.5820526652247784,15.287607997705768,2068,2068.0799341824636,2059.2884566820553,0.08067500309364371,-18.46287231008955,7,72.57288096249859,20,2030.0,2049.0,6932.021697878101,False,False,,False
