scenario,country,model,ceiling_kind,C_cap_gt,C_scenario_gt,failed_Part2,n_samples_before,n_samples_after,kept_frac,median_r2050_before,median_r2050_after,excluded_from_post_screening_bootstrap
us1gt,Middle East,Gompertz,mean,45.6,45.6,False,2605,2605,1.0,0.1265287957114095,0.1265287957114095,False
us1gt,Thailand,Gompertz,mean,10.5,10.5,False,2657,2657,1.0,0.0106249470259855,0.0106249470259855,False
us1gt,UK,Gompertz,mean,78.0,78.0,False,2505,2505,1.0,0.171652234874384,0.171652234874384,False
us1gt,US,Gompertz,mean,506.0,506.0,False,5204,5204,1.0,1.0,1.0,False
maximum,Australia,Logistic,mean,136.43286828025794,5024.0,True,1400,1400,1.0,0.1686350080274816,0.1686350080274816,False
maximum,Brazil,Logistic,mean,955.6838311443712,3000.0,True,1394,1394,1.0,0.8980229925513199,0.8980229925513199,False
maximum,Canada,Logistic,mean,22.66261877238962,4040.0,True,1382,1149,0.8314037626628076,0.3043728188095244,0.2565581651977635,False
maximum,China,Logistic,mean,49.87824087347754,4030.0,True,1210,1105,0.9132231404958677,0.5123988086956872,0.4833309484022406,False
maximum,EU,Logistic,mean,321.3584655093067,940.0,True,1427,1391,0.9747722494744219,1.1329526948301978,1.1115695097365,False
maximum,Indonesia,Logistic,mean,159.0,159.0,False,1375,1375,1.0,0.0473023876331111,0.0473023876331111,False
maximum,Middle East,Logistic,mean,456.0,456.0,False,1396,1396,1.0,0.27313325641473224,0.27313325641473224,False
maximum,Thailand,Logistic,mean,19.500340585657312,105.0,True,1430,1430,1.0,0.01099893825673855,0.01099893825673855,False
maximum,UK,Logistic,mean,51.18635432493239,780.0,True,1389,1301,0.9366450683945284,0.3159749677708011,0.2988991405223059,False
maximum,US,Logistic,mean,402.12218364211276,5060.0,True,1447,1275,0.8811333794056669,3.539960896686716,3.180883392134777,False
maximum,Australia,Gompertz,mean,512.4114866449049,5024.0,True,2884,2884,1.0,0.18104384462701062,0.18104384462701062,False
maximum,Brazil,Gompertz,mean,2029.5016523105955,3000.0,True,2847,2847,1.0,0.957414459427729,0.957414459427729,False
maximum,Canada,Gompertz,mean,49.83374804698779,4040.0,True,2910,1315,0.4518900343642612,0.33127173523927966,0.1412565650570701,False
maximum,China,Gompertz,mean,91.90461054253238,4030.0,True,3102,1326,0.4274661508704062,0.6268051923072795,0.2483060177292108,False
maximum,EU,Gompertz,mean,470.11990067995134,940.0,True,2471,1950,0.7891541885876163,1.0579498256537454,0.8370908265265324,False
maximum,Indonesia,Gompertz,mean,159.0,159.0,False,2828,2828,1.0,0.05195793603607865,0.05195793603607865,False
maximum,Middle East,Gompertz,mean,456.0,456.0,False,2806,2806,1.0,0.2927376769701979,0.2927376769701979,False
maximum,Thailand,Gompertz,mean,63.821156593920875,105.0,True,2957,2957,1.0,0.011684178640644,0.011684178640644,False
maximum,UK,Gompertz,mean,92.84140190336853,780.0,True,2823,1692,0.5993623804463337,0.340840999986691,0.18740777731422237,False
maximum,US,Gompertz,mean,590.6459414049157,5060.0,True,2800,1322,0.47214285714285714,3.790973410332821,1.78233435771599,False
ipcc_high,Australia,Logistic,mean,280.0894983918215,502.4,True,1670,1670,1.0,0.238633232709833,0.238633232709833,False
ipcc_high,Brazil,Logistic,mean,300.0,300.0,False,699,699,1.0,1.95888264991766,1.95888264991766,False
ipcc_high,Canada,Logistic,mean,34.5322431592664,404.0,True,1648,1470,0.8919902912621359,0.4439124238135177,0.4439124238135175,False
ipcc_high,EU,Logistic,mean,94.0,94.0,False,2125,2125,1.0,0.6191501045950296,0.6191501045950296,False
ipcc_high,Middle East,Logistic,mean,45.6,45.6,False,2120,2120,1.0,0.20759349526970367,0.20759349526970367,False
ipcc_high,Thailand,Logistic,mean,10.5,10.5,False,1470,1470,1.0,0.01097173058386345,0.01097173058386345,False
ipcc_high,UK,Logistic,mean,78.0,78.0,False,1983,1983,1.0,0.2714875765167026,0.2714875765167026,False
ipcc_high,US,Logistic,mean,506.0,506.0,False,2365,2365,1.0,3.723884800000001,3.723884800000001,False
ipcc_high,Australia,Gompertz,mean,502.4,502.4,False,2731,2731,1.0,0.238633232709833,0.238633232709833,False
ipcc_high,Canada,Gompertz,mean,39.499138707311715,404.0,True,2687,0,0.0,0.4439124238135195,,True
ipcc_high,EU,Gompertz,mean,94.0,94.0,False,2582,2582,1.0,0.38884675167471316,0.38884675167471316,False
ipcc_high,Middle East,Gompertz,mean,45.6,45.6,False,2585,2585,1.0,0.134036185581738,0.134036185581738,False
ipcc_high,Thailand,Gompertz,mean,10.5,10.5,False,2617,2617,1.0,0.0109149839217542,0.0109149839217542,False
ipcc_high,UK,Gompertz,mean,78.0,78.0,False,2581,2581,1.0,0.1796357068685723,0.1796357068685723,False
ipcc_high,US,Gompertz,mean,506.0,506.0,False,1278,1278,1.0,3.723884799999999,3.723884799999999,False
ipcc_low,Australia,Logistic,mean,502.4,502.4,False,963,963,1.0,0.0062301249504089,0.0062301249504089,False
ipcc_low,China,Logistic,mean,90.75863116239263,403.0,True,1756,1756,1.0,0.0879427,0.0879427,False
ipcc_low,EU,Logistic,mean,94.0,94.0,False,2090,2090,1.0,0.6363429894058401,0.6363429894058401,False
ipcc_low,Indonesia,Logistic,mean,15.9,15.9,False,1372,1372,1.0,0.0034121739470087,0.0034121739470087,False
ipcc_low,Middle East,Logistic,mean,45.6,45.6,False,2101,2101,1.0,0.2133512916866435,0.2133512916866435,False
ipcc_low,Thailand,Logistic,mean,10.5,10.5,False,1470,1470,1.0,0.01078424989084235,0.01078424989084235,False
ipcc_low,UK,Logistic,mean,78.0,78.0,False,1980,1980,1.0,0.25847203801582264,0.25847203801582264,False
ipcc_low,Australia,Gompertz,mean,502.4,502.4,False,571,571,1.0,0.0062301249504089,0.0062301249504089,False
ipcc_low,China,Gompertz,mean,301.17418987685915,403.0,True,5425,5425,1.0,0.0879427,0.0879427,False
ipcc_low,EU,Gompertz,mean,94.0,94.0,False,2638,2638,1.0,0.391778847597884,0.391778847597884,False
ipcc_low,Indonesia,Gompertz,mean,15.9,15.9,False,2141,2141,1.0,0.0034121739470087,0.0034121739470087,False
ipcc_low,Middle East,Gompertz,mean,45.6,45.6,False,2574,2574,1.0,0.12935095829389498,0.12935095829389498,False
ipcc_low,Thailand,Gompertz,mean,10.5,10.5,False,2637,2637,1.0,0.0106981133372613,0.0106981133372613,False
ipcc_low,UK,Gompertz,mean,78.0,78.0,False,2478,2478,1.0,0.17807122342278592,0.17807122342278592,False
